AllYrs,CountInds,Sort,SapPlot,corner,PlotID,Northing,Easting,BroaderGroup,Genus,Species,Group,Duration,Taxa4Analysis,Cover2007,Cover2008,Cover2009,Cover2010,Cover2011,Cover2012,Cover2013,Cover2014,Cover2015,Cover2016,Cover2018,Ind2007,Ind2008,Ind2009,Ind2010,Ind2011,Ind2012,Ind2013,Ind2014,Ind2015,Ind2016,Ind2018,Buds2007,Buds2008,Buds2009,Buds2010,Buds2011,Buds2012,Buds2013,Buds2014,Buds2015,Buds2016,Buds2018,Flrs2007,Flrs2008,Flrs2009,Flrs2010,Flrs2011,Flrs2012,Flrs2013,Flrs2014,Flrs2015,Flrs2016,Flrs2018,Frts2007,Frts2008,Frts2009,Frts2010,Frts2011,Frts2012,Frts2013,Frts2014,Frts2015,Frts2016,Frts2018,Densiometer2009,Densiometer2010,Densiometer2011,Densiometer2012,Densiometer2013,Densiometer2014,Densiometer2015,Densiometer2016,Densiometer2018,ResearcherID2007,ResearcherID2008,ResearcherID2009,ResearcherID2010,ResearcherID2011,ResearcherID2012,ResearcherID2013,ResearcherID2014,ResearcherID2015,ResearcherID2016,ResearcherID2018,Day2007,Day2008,Day2009,Day2010,Day2011,Day2012,Day2013,Day2014,Day2015,Day2016,Day2018,Comments2007,Comments2008,Comments2009,Comments2010,Comments2011,Comments2012,Comments2013,Comments2014,Comments2015,Comments2016,Comments2018
y,y,33,1,NE,1NE,29.2,29.2,herb_dicot,Senecio,sp,,,Senecio_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,y,34,1,NE,1NE,29.2,29.2,herb_monocot,Smilacina,racemosa,,,Smilacina_racemosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,n,35,1,NE,1NE,29.2,29.2,herb_dicot,Stellaria,corei,dicot,perennial,Stellaria_corei,999,13,30,18,30,25,18,32,12,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,n,36,1,NE,1NE,29.2,29.2,herb_dicot,Tiarella,cordifolia,dicot,perennial,Tiarella_cordifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,n,37,1,NE,1NE,29.2,29.2,herb_dicot,Tiarella.Mitella,sp,,,Tiarella.Mitella,0,0,0,0,1,2,1,0.5,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,y,38,1,NE,1NE,29.2,29.2,herb_monocot,Trillium,erectum,monocot ,perennial,Trillium_erectum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,y,39,1,NE,1NE,29.2,29.2,herb_monocot,Trillium,luteum,monocot ,perennial,Trillium_luteum,999,0,0.5,0.5,0,2,0,0.5,0.5,2,0,1,0,1,1,0,1,0,1,1,1,0,0,-99,0,0,-99,0,-99,0,0,0,-99,0,-99,0,0,-99,0,-99,0,0,0,-99,0,-99,0,0,-99,0,-99,0,0,0,-99,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,"single, baby leaf",,
y,n,40,1,NE,1NE,29.2,29.2,herb_dicot,Viola,canadensis,dicot,perennial,Viola_canadensis,999,10,6,3,3,0,7,6,9,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,-99,0,0,0,0,0,1,1,1,1,1,-99,1,1,1,1,1,0,0,0,0,1,-99,0,0,0,1,0,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,y,41,1,NE,1NE,29.2,29.2,herb_dicot,Indet,sp,,,Zunknown,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,"unknown trifoliate seedling, took photo",,,,,
y,y,42,1,NE,1NE,29.2,29.2,woody,Acer,saccharum,,,Zwoody_Acer,0,0,0,0,0,0,0.5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,10 cm (tall presumably?); new addition to herb plot,,,,
y,y,43,1,NE,1NE,29.2,29.2,woody,Aesculus,flava,,,Zwoody_Aesculus,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,18 cm height seedling,,,,30 cm (tall presumably?),,,,
y,y,44,1,NE,1NE,29.2,29.2,woody,Carya,sp,,,Zwoody_Carya,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,n,45,1,NE,1NE,29.2,29.2,ZZbare,ZZbare,ZZbare,,,ZZbare,53,55,47,60,50,25,55,27,17,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,3.375,4.25,2.75,NA,3.5,4.5,3,8.5,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,trunk with moss takes almost half of plot,,,,,,,,,
y,y,46,1,NW,1NW,29.2,20.8,herb_dicot,Actaea,racemosa,dicot,perennial,Actaea_racemosa,999,0,0,5,10,4,2,0.5,3,5,7,3,0,0,3,3,3,1,1,1,3,1,0,-99,-99,0,0,0,0,0,0,0,0,0,-99,-99,0,0,0,0,0,0,0,0,0,-99,-99,0,0,0,0,0,0,0,0,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,baby,,,
y,y,47,1,NW,1NW,29.2,20.8,fern,Adiantum,sp,,,Adiantum_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,48,1,NW,1NW,29.2,20.8,herb_dicot,Anemone,acutiloba,,,Anemone_acutiloba,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,49,1,NW,1NW,29.2,20.8,herb_dicot,Anemonella,thalictroides,dicot,perennial,Anemonella_thalictroides,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,50,1,NW,1NW,29.2,20.8,fern,Asplenium,sp,,,Asplenium_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,51,1,NW,1NW,29.2,20.8,fern,Botrychium,sp,,,Botrychium_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,52,1,NW,1NW,29.2,20.8,herb_dicot,Cardamine,concatenata,,,Cardamine_concatenata,0,0,0,0.5,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,0,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,53,1,NW,1NW,29.2,20.8,herb_dicot,Cardamine,diphylla,dicot,perennial,Cardamine_diphylla,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,54,1,NW,1NW,29.2,20.8,herb_dicot,Caulophyllum,thalictroides,,,Caulophyllum_thalictroides,0,0,4,1,0,0,2,0,3,4,2,0,0,NA,1,0,0,1,0,1,1,1,-99,-99,0,0,-99,-99,0,-99,0,0,0,-99,-99,0,0,-99,-99,0,-99,0,0,0,-99,-99,0,0,-99,-99,0,-99,0,0,0,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,55,1,NW,1NW,29.2,20.8,herb_dicot,Claytonia,caroliniana,,,Claytonia_caroliniana,999,0.5,0,0,0,0,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-99,-99,-99,-99,0,0,-99,-99,-99,1,0,-99,-99,-99,-99,0,0,-99,-99,-99,1,1,-99,-99,-99,-99,1,1,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,56,1,NW,1NW,29.2,20.8,fern,Cysopteris,sp,,,Cysopteris_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,57,1,NW,1NW,29.2,20.8,herb_dicot,Dicentra,eximia,,,Dicentra_eximia,999,3,7,7,3,4.5,10,25,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,1,0,0,-99,0,0,0,1,0,0,0,0,0,0,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,NOT exima,,,,
y,y,58,1,NW,1NW,29.2,20.8,fern,Dryopteris,intermedia,,,Dryopteris_intermedia,0,2,2,0.5,2,0,2,10,4,4,0,0,NA,NA,1,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,0,0,0,1,-99,0,0,1,1,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,"this may be species other than marginalis, not seeming too evergreen",,,,EAT did densiometer reading,,,,,
y,y,59,1,NW,1NW,29.2,20.8,fern,Dryopteris,marginalis,,,Dryopteris_marginalis,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,"this may be species other than marginalis, not seeming too evergreen",,,,EAT did densiometer reading,,,,,
y,n,60,1,NW,1NW,29.2,20.8,herb_dicot,Erythronium,americanum,,,Erythronium_americanum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,61,1,NW,1NW,29.2,20.8,herb_dicot,Galium,bigleaves,,,Galium_bigleaves,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,62,1,NW,1NW,29.2,20.8,herb_dicot,Galium,triflorum,,,Galium_triflorum,999,2,2,1,1,3,0.5,0.5,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,63,1,NW,1NW,29.2,20.8,herb_dicot,Geranium,maculatum,,,Geranium_maculatum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,64,1,NW,1NW,29.2,20.8,herb_monocot,Goodyeara,pubescens,,,Goodyeara_pubescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
y,n,65,1,NW,1NW,29.2,20.8,herb_dicot,Houstonia,sp,,,Houstonia_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.5625,2.25,3.25,3.5,NA,9.75,6.5,1.25,7,KGD_ET,KGD,EAT_BeckyS,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
